len_x, len_y, time
125,289,0.002469905250000011
188,289,0.0032844755399855786
125,289,0.002963221159989189
188,289,0.003430802990005759
125,289,0.002518412509998598
188,289,0.003471502379979938
125,289,0.002769788269979472
188,289,0.003549920410005143
125,289,0.28377477520974936
188,289,0.3878237598499982
