len_x, len_y, time
125,752,0.005431678919994738
188,752,0.00867360046999238
125,1154,0.9080104722098986
188,1154,1.4541546798202398
125,1154,0.0032886791200144217
188,1154,0.00436675932000071
125,1154,0.3095166204298948
188,1154,0.4954084329498073
125,752,0.001937788979994366
188,752,0.0030343469400031606
