len_x, len_y, time

502,1154,3.4270817079999687
753,1154,4.751079052159912
502,1154,0.024893016519999946
753,1154,0.03124826757999472
502,1154,0.022581848629997694
753,1154,0.027620217060011783
502,1154,0.022994394979996287
753,1154,0.028881652560012298
502,1154,0.02280704500999491
753,1154,0.03052540177000992
502,1154,0.023092565160004595
753,1154,0.031173493690002944
502,1154,0.025650761159995455
753,1154,0.02923358129000917
502,1154,0.02628499037000438
753,1154,0.03300533759000245
