time,ax,ay,az,wx,wy,wz
28.435241,-0.0148,-0.1684,-0.0165,0.0176,0.0440,0.0149
28.438624,0.1548,-0.1382,-0.0215,0.0176,0.0440,0.0149
28.453729,0.1548,-0.1382,-0.0215,0.0269,0.0154,0.0121
28.502904,0.1548,-0.1382,-0.0215,0.0269,0.0154,0.0121
28.507048,0.0595,-0.1971,-0.0146,0.0269,0.0154,0.0121
28.523000,0.0595,-0.1971,-0.0146,0.0131,0.0033,-0.0030
28.580750,0.0595,-0.1971,-0.0146,0.0131,0.0033,-0.0030
28.585143,0.0538,-0.1366,-0.0126,0.0131,0.0033,-0.0030
28.599291,0.0538,-0.1366,-0.0126,0.0328,0.0126,0.0198
28.647858,0.0538,-0.1366,-0.0126,0.0328,0.0126,0.0198
28.651812,-0.0168,-0.1587,-0.0230,0.0328,0.0126,0.0198
28.667342,-0.0168,-0.1587,-0.0230,0.0049,0.0065,0.0120
28.715816,-0.0168,-0.1587,-0.0230,0.0049,0.0065,0.0120
28.720187,0.0336,-0.1243,-0.0855,0.0049,0.0065,0.0120
28.734917,0.0336,-0.1243,-0.0855,0.0162,0.0045,-0.0053
28.789294,0.0336,-0.1243,-0.0855,0.0162,0.0045,-0.0053
28.790592,0.1555,-0.1294,-0.0285,0.0162,0.0045,-0.0053
28.802612,0.1555,-0.1294,-0.0285,0.0194,0.0333,0.0120
28.851487,0.1555,-0.1294,-0.0285,0.0194,0.0333,0.0120
28.854762,0.0240,-0.2157,0.0472,0.0194,0.0333,0.0120
28.871430,0.0240,-0.2157,0.0472,0.0572,0.0017,-0.0034
28.920520,0.0240,-0.2157,0.0472,0.0572,0.0017,-0.0034
28.923940,0.1364,-0.1832,0.0801,0.0572,0.0017,-0.0034
28.941223,0.1364,-0.1832,0.0801,0.0318,0.0351,0.0186
28.987185,0.1364,-0.1832,0.0801,0.0318,0.0351,0.0186
28.993703,0.0020,-0.1620,-0.0502,0.0318,0.0351,0.0186
29.007272,0.0020,-0.1620,-0.0502,0.0311,0.0154,0.0196
29.055666,0.0020,-0.1620,-0.0502,0.0311,0.0154,0.0196
29.061466,0.0427,-0.1580,-0.0413,0.0311,0.0154,0.0196
29.074645,0.0427,-0.1580,-0.0413,0.0213,-0.0178,-0.0118
29.122892,0.0427,-0.1580,-0.0413,0.0213,-0.0178,-0.0118
29.126819,0.1299,-0.1166,-0.0560,0.0213,-0.0178,-0.0118
29.144647,0.1299,-0.1166,-0.0560,0.0276,0.0079,0.0132
29.191843,0.1299,-0.1166,-0.0560,0.0276,0.0079,0.0132
29.194534,-0.0047,-0.1154,-0.0793,0.0276,0.0079,0.0132
29.209566,-0.0047,-0.1154,-0.0793,-0.0073,-0.0239,-0.0078
29.258594,-0.0047,-0.1154,-0.0793,-0.0073,-0.0239,-0.0078
29.261371,0.0837,-0.1226,-0.1445,-0.0073,-0.0239,-0.0078
29.282605,0.0837,-0.1226,-0.1445,0.0140,0.0099,0.0088
29.326609,0.0837,-0.1226,-0.1445,0.0140,0.0099,0.0088
29.330151,0.0597,-0.1393,0.0870,0.0140,0.0099,0.0088
29.345708,0.0597,-0.1393,0.0870,-0.0019,-0.0133,-0.0065
29.394286,0.0597,-0.1393,0.0870,-0.0019,-0.0133,-0.0065
29.398282,0.1306,-0.1596,-0.1152,-0.0019,-0.0133,-0.0065
29.413579,0.1306,-0.1596,-0.1152,0.0229,0.0853,0.0282
29.461868,0.1306,-0.1596,-0.1152,0.0229,0.0853,0.0282
29.465504,0.0444,-0.2159,0.1015,0.0229,0.0853,0.0282
29.481112,0.0444,-0.2159,0.1015,0.0253,0.2321,0.0710
29.530534,0.0444,-0.2159,0.1015,0.0253,0.2321,0.0710
29.534782,0.0620,-0.1705,0.0758,0.0253,0.2321,0.0710
29.548874,0.0620,-0.1705,0.0758,0.0590,0.5185,0.2197
29.600153,0.0620,-0.1705,0.0758,0.0590,0.5185,0.2197
29.602574,-0.1810,-0.2416,0.2722,0.0590,0.5185,0.2197
29.628182,-0.1810,-0.2416,0.2722,0.1014,0.9346,0.2689
29.674622,-0.1810,-0.2416,0.2722,0.1014,0.9346,0.2689
29.679085,-0.0294,-0.1603,0.3451,0.1014,0.9346,0.2689
29.693568,-0.0294,-0.1603,0.3451,0.2154,1.3422,0.2684
29.742839,-0.0294,-0.1603,0.3451,0.2154,1.3422,0.2684
29.746916,0.3420,-0.2587,0.4606,0.2154,1.3422,0.2684
29.761596,0.3420,-0.2587,0.4606,0.3115,1.9572,0.3286
29.811613,0.3420,-0.2587,0.4606,0.3115,1.9572,0.3286
29.814832,0.1815,-0.2550,0.8362,0.3115,1.9572,0.3286
29.830228,0.1815,-0.2550,0.8362,0.4576,3.0632,0.9363
29.878454,0.1815,-0.2550,0.8362,0.4576,3.0632,0.9363
29.881615,-0.1860,-0.2088,0.5409,0.4576,3.0632,0.9363
29.897747,-0.1860,-0.2088,0.5409,0.1864,4.1150,0.8260
29.946691,-0.1860,-0.2088,0.5409,0.1864,4.1150,0.8260
29.949728,0.7767,0.0669,-0.6474,0.1864,4.1150,0.8260
29.965873,0.7767,0.0669,-0.6474,0.2292,3.6106,0.3207
30.014043,0.7767,0.0669,-0.6474,0.2292,3.6106,0.3207
30.017212,1.3714,0.2493,-1.0047,0.2292,3.6106,0.3207
30.032527,1.3714,0.2493,-1.0047,-0.0173,3.5503,0.1329
30.081817,1.3714,0.2493,-1.0047,-0.0173,3.5503,0.1329
30.086692,0.8374,0.1501,-1.4634,-0.0173,3.5503,0.1329
30.101026,0.8374,0.1501,-1.4634,0.1705,3.3100,-0.0566
30.151179,0.8374,0.1501,-1.4634,0.1705,3.3100,-0.0566
30.154526,1.0209,-0.0609,-0.9007,0.1705,3.3100,-0.0566
30.169222,1.0209,-0.0609,-0.9007,0.0632,3.0733,-0.0236
30.218161,1.0209,-0.0609,-0.9007,0.0632,3.0733,-0.0236
30.222420,0.5855,-0.1415,-1.0476,0.0632,3.0733,-0.0236
30.236871,0.5855,-0.1415,-1.0476,-0.0288,3.3697,0.0746
30.287170,0.5855,-0.1415,-1.0476,-0.0288,3.3697,0.0746
30.291513,0.7066,-0.1950,-1.0356,-0.0288,3.3697,0.0746
30.304787,0.7066,-0.1950,-1.0356,0.1693,3.3236,0.1753
30.352917,0.7066,-0.1950,-1.0356,0.1693,3.3236,0.1753
30.357652,0.4777,-0.3855,-0.3936,0.1693,3.3236,0.1753
30.382135,0.4777,-0.3855,-0.3936,0.2445,2.4967,0.0406
30.420806,0.4777,-0.3855,-0.3936,0.2445,2.4967,0.0406
30.426071,0.4615,-0.1251,-0.6735,0.2445,2.4967,0.0406
30.441703,0.4615,-0.1251,-0.6735,0.1733,1.2919,-0.1821
30.488957,0.4615,-0.1251,-0.6735,0.1733,1.2919,-0.1821
30.495915,0.0570,0.0950,-1.2021,0.1733,1.2919,-0.1821
30.508320,0.0570,0.0950,-1.2021,0.0030,0.8006,-0.1339
30.556506,0.0570,0.0950,-1.2021,0.0030,0.8006,-0.1339
30.562497,-0.2434,-0.2306,-0.8392,0.0030,0.8006,-0.1339
30.576073,-0.2434,-0.2306,-0.8392,-0.0511,0.3070,-0.0996
30.624013,-0.2434,-0.2306,-0.8392,-0.0511,0.3070,-0.0996
30.627336,-0.3584,-0.2530,-0.5021,-0.0511,0.3070,-0.0996
30.643319,-0.3584,-0.2530,-0.5021,0.0257,0.0759,-0.0336
30.693619,-0.3584,-0.2530,-0.5021,0.0257,0.0759,-0.0336
30.697325,-0.1951,-0.2258,-0.0193,0.0257,0.0759,-0.0336
30.722210,-0.1951,-0.2258,-0.0193,0.0368,0.0178,-0.0133
30.760592,-0.1951,-0.2258,-0.0193,0.0368,0.0178,-0.0133
30.764001,-0.0285,-0.1849,0.1315,0.0368,0.0178,-0.0133
30.790035,-0.0285,-0.1849,0.1315,0.0908,-0.0766,-0.0018
30.837444,-0.0285,-0.1849,0.1315,0.0908,-0.0766,-0.0018
30.841463,0.0525,-0.1648,0.0447,0.0908,-0.0766,-0.0018
30.860149,0.0525,-0.1648,0.0447,0.0157,-0.0578,0.0214
30.905817,0.0525,-0.1648,0.0447,0.0157,-0.0578,0.0214
30.911183,0.0330,-0.0956,-0.2395,0.0157,-0.0578,0.0214
30.924727,0.0330,-0.0956,-0.2395,-0.0276,0.0415,0.0041
30.973685,0.0330,-0.0956,-0.2395,-0.0276,0.0415,0.0041
30.976185,0.1818,-0.1203,-0.0542,-0.0276,0.0415,0.0041
30.994044,0.1818,-0.1203,-0.0542,0.0466,-0.0824,-0.0116
31.040920,0.1818,-0.1203,-0.0542,0.0466,-0.0824,-0.0116
31.045169,0.0998,-0.1643,0.1554,0.0466,-0.0824,-0.0116
31.061279,0.0998,-0.1643,0.1554,0.0543,0.0009,-0.0032
31.109343,0.0998,-0.1643,0.1554,0.0543,0.0009,-0.0032
31.112286,0.1065,-0.1412,0.0288,0.0543,0.0009,-0.0032
31.128169,0.1065,-0.1412,0.0288,0.0220,-0.0778,-0.0064
31.176042,0.1065,-0.1412,0.0288,0.0220,-0.0778,-0.0064
31.180781,0.0853,-0.1259,-0.1657,0.0220,-0.0778,-0.0064
31.196049,0.0853,-0.1259,-0.1657,0.0215,-0.0066,-0.0184
31.244762,0.0853,-0.1259,-0.1657,0.0215,-0.0066,-0.0184
31.249041,0.1915,-0.1383,-0.0075,0.0215,-0.0066,-0.0184
31.263195,0.1915,-0.1383,-0.0075,0.0412,-0.1035,-0.0011
31.314812,0.1915,-0.1383,-0.0075,0.0412,-0.1035,-0.0011
31.318904,-0.0902,-0.1930,-0.0779,0.0412,-0.1035,-0.0011
31.332324,-0.0902,-0.1930,-0.0779,-0.0208,0.0085,0.0163
31.381274,-0.0902,-0.1930,-0.0779,-0.0208,0.0085,0.0163
31.384729,0.1944,-0.1059,-0.1017,-0.0208,0.0085,0.0163
