time,ax,ay,az,wx,wy,wz
13.812295,0.1918,-0.1278,0.0742,0.0482,-0.0449,0.0570
13.827481,0.1918,-0.1278,0.0742,0.0195,-0.0213,0.0008
13.877858,0.1918,-0.1278,0.0742,0.0195,-0.0213,0.0008
13.880972,0.2457,-0.0736,-0.0929,0.0195,-0.0213,0.0008
13.897677,0.2457,-0.0736,-0.0929,0.0398,-0.1030,-0.0008
13.944870,0.2457,-0.0736,-0.0929,0.0398,-0.1030,-0.0008
13.948745,0.0407,-0.1784,-0.0603,0.0398,-0.1030,-0.0008
13.962874,0.0407,-0.1784,-0.0603,-0.0250,0.0307,0.0060
14.013487,0.0407,-0.1784,-0.0603,-0.0250,0.0307,0.0060
14.018112,0.2136,-0.1543,-0.0202,-0.0250,0.0307,0.0060
14.034290,0.2136,-0.1543,-0.0202,0.0234,-0.1128,0.0116
14.080844,0.2136,-0.1543,-0.0202,0.0234,-0.1128,0.0116
14.086398,0.0034,-0.1812,0.0938,0.0234,-0.1128,0.0116
14.098878,0.0034,-0.1812,0.0938,0.0037,-0.0054,0.0078
14.150149,0.0034,-0.1812,0.0938,0.0037,-0.0054,0.0078
14.153167,0.2177,-0.1126,0.0571,0.0037,-0.0054,0.0078
14.169023,0.2177,-0.1126,0.0571,-0.0054,0.0667,0.0046
14.217875,0.2177,-0.1126,0.0571,-0.0054,0.0667,0.0046
14.220597,0.2578,-0.1315,-0.0279,-0.0054,0.0667,0.0046
14.246587,0.2578,-0.1315,-0.0279,-0.0098,-0.0175,-0.0182
14.282986,0.2578,-0.1315,-0.0279,-0.0098,-0.0175,-0.0182
14.286926,0.1621,-0.1168,-0.0495,-0.0098,-0.0175,-0.0182
14.302129,0.1621,-0.1168,-0.0495,-0.0042,0.0279,-0.0116
14.360835,0.1621,-0.1168,-0.0495,-0.0042,0.0279,-0.0116
14.366204,0.1402,-0.1497,0.0726,-0.0042,0.0279,-0.0116
14.383369,0.1402,-0.1497,0.0726,0.0288,-0.0773,-0.0189
14.428571,0.1402,-0.1497,0.0726,0.0288,-0.0773,-0.0189
14.432429,0.0868,-0.1243,0.0382,0.0288,-0.0773,-0.0189
14.450512,0.0868,-0.1243,0.0382,0.0353,-0.1700,-0.0146
14.496305,0.0868,-0.1243,0.0382,0.0353,-0.1700,-0.0146
14.500026,0.0500,-0.1710,-0.0341,0.0353,-0.1700,-0.0146
14.515683,0.0500,-0.1710,-0.0341,-0.0646,-0.2478,0.0415
14.564966,0.0500,-0.1710,-0.0341,-0.0646,-0.2478,0.0415
14.567839,-0.0980,-0.1147,-0.4712,-0.0646,-0.2478,0.0415
14.583717,-0.0980,-0.1147,-0.4712,-0.0562,-0.9474,0.0816
14.631753,-0.0980,-0.1147,-0.4712,-0.0562,-0.9474,0.0816
14.637004,-0.5839,-0.2045,-0.3641,-0.0562,-0.9474,0.0816
14.651828,-0.5839,-0.2045,-0.3641,-0.1618,-0.8625,0.2040
14.702054,-0.5839,-0.2045,-0.3641,-0.1618,-0.8625,0.2040
14.704896,-0.1629,-0.1896,-0.2917,-0.1618,-0.8625,0.2040
14.718861,-0.1629,-0.1896,-0.2917,-0.1471,-0.6315,0.2150
14.768846,-0.1629,-0.1896,-0.2917,-0.1471,-0.6315,0.2150
14.772740,0.0175,-0.2084,0.1617,-0.1471,-0.6315,0.2150
14.787970,0.0175,-0.2084,0.1617,-0.0134,-1.2237,0.1060
14.837212,0.0175,-0.2084,0.1617,-0.0134,-1.2237,0.1060
14.840194,-0.2826,-0.1364,0.0363,-0.0134,-1.2237,0.1060
14.854260,-0.2826,-0.1364,0.0363,0.0649,-1.5471,0.1350
14.905323,-0.2826,-0.1364,0.0363,0.0649,-1.5471,0.1350
14.909833,-0.2835,-0.2319,0.1575,0.0649,-1.5471,0.1350
14.923173,-0.2835,-0.2319,0.1575,0.2283,-2.2023,-0.0139
14.974527,-0.2835,-0.2319,0.1575,0.2283,-2.2023,-0.0139
14.976563,-0.0452,-0.1879,0.3832,0.2283,-2.2023,-0.0139
14.991693,-0.0452,-0.1879,0.3832,0.2875,-2.4737,0.0734
15.038859,-0.0452,-0.1879,0.3832,0.2875,-2.4737,0.0734
