time,ax,ay,az,wx,wy,wz
32.442362,0.0067,-0.0891,0.1633,-0.0285,-0.0093,0.0113
32.462205,0.0067,-0.0891,0.1633,-0.0285,-0.0093,0.0113
32.465771,-0.0205,0.0122,0.0334,-0.0285,-0.0093,0.0113
32.509676,-0.0205,0.0122,0.0334,0.0168,-0.0058,-0.0121
32.529630,-0.0205,0.0122,0.0334,0.0168,-0.0058,-0.0121
32.534279,0.0622,-0.0175,0.2722,0.0168,-0.0058,-0.0121
32.576666,0.0622,-0.0175,0.2722,-0.0304,-0.0005,0.0048
32.606234,0.0622,-0.0175,0.2722,-0.0304,-0.0005,0.0048
32.609672,-0.0126,0.0134,-0.1325,-0.0304,-0.0005,0.0048
32.646384,-0.0126,0.0134,-0.1325,0.0342,-0.0119,-0.0187
32.663882,-0.0126,0.0134,-0.1325,0.0342,-0.0119,-0.0187
32.669800,0.0792,-0.0001,0.2912,0.0342,-0.0119,-0.0187
32.713934,0.0792,-0.0001,0.2912,0.0161,-0.0030,-0.0081
32.731829,0.0792,-0.0001,0.2912,0.0161,-0.0030,-0.0081
32.736208,-0.0273,0.0384,-0.0547,0.0161,-0.0030,-0.0081
32.782896,-0.0273,0.0384,-0.0547,0.0103,0.0143,-0.0109
32.802471,-0.0273,0.0384,-0.0547,0.0103,0.0143,-0.0109
32.805965,0.0389,0.0405,0.1088,0.0103,0.0143,-0.0109
32.849617,0.0389,0.0405,0.1088,0.0271,0.0311,-0.0125
32.867412,0.0389,0.0405,0.1088,0.0271,0.0311,-0.0125
32.873465,-0.0085,0.0413,0.0694,0.0271,0.0311,-0.0125
32.915992,-0.0085,0.0413,0.0694,0.0061,0.0171,0.0135
32.935686,-0.0085,0.0413,0.0694,0.0061,0.0171,0.0135
32.939878,-0.0325,0.0722,0.0598,0.0061,0.0171,0.0135
32.985531,-0.0325,0.0722,0.0598,-0.0047,0.0073,0.0589
33.003877,-0.0325,0.0722,0.0598,-0.0047,0.0073,0.0589
33.008582,-0.0911,-0.0052,0.0187,-0.0047,0.0073,0.0589
33.052254,-0.0911,-0.0052,0.0187,-0.1689,-0.0468,0.0350
33.072417,-0.0911,-0.0052,0.0187,-0.1689,-0.0468,0.0350
33.074655,-0.0132,-0.0578,-0.3116,-0.1689,-0.0468,0.0350
33.121475,-0.0132,-0.0578,-0.3116,-0.5941,-0.0412,-0.0793
33.143133,-0.0132,-0.0578,-0.3116,-0.5941,-0.0412,-0.0793
33.145115,0.3782,-0.2321,-0.8922,-0.5941,-0.0412,-0.0793
33.186752,0.3782,-0.2321,-0.8922,-0.7131,-0.0173,-0.1846
33.222119,0.3782,-0.2321,-0.8922,-0.7131,-0.0173,-0.1846
33.225154,0.3851,-0.6228,-0.2675,-0.7131,-0.0173,-0.1846
33.257750,0.3851,-0.6228,-0.2675,-1.4385,-0.1039,-0.1687
33.274837,0.3851,-0.6228,-0.2675,-1.4385,-0.1039,-0.1687
33.279871,0.2160,-0.7099,-1.0381,-1.4385,-0.1039,-0.1687
33.324396,0.2160,-0.7099,-1.0381,-1.6081,0.0730,0.0722
33.342108,0.2160,-0.7099,-1.0381,-1.6081,0.0730,0.0722
33.348585,-0.5118,-1.4734,-0.9086,-1.6081,0.0730,0.0722
33.390236,-0.5118,-1.4734,-0.9086,-1.7755,-0.0100,0.1586
33.411318,-0.5118,-1.4734,-0.9086,-1.7755,-0.0100,0.1586
33.413973,-0.2583,-1.6439,0.1796,-1.7755,-0.0100,0.1586
33.461093,-0.2583,-1.6439,0.1796,-1.9481,0.1730,0.2437
33.478703,-0.2583,-1.6439,0.1796,-1.9481,0.1730,0.2437
33.482335,-0.1815,-1.9346,-0.8474,-1.9481,0.1730,0.2437
33.535868,-0.1815,-1.9346,-0.8474,-2.2150,0.0667,0.0764
33.561656,-0.1815,-1.9346,-0.8474,-2.2150,0.0667,0.0764
33.563727,0.2728,-2.1332,-0.7300,-2.2150,0.0667,0.0764
33.604104,0.2728,-2.1332,-0.7300,-2.1466,0.0885,0.0010
33.625127,0.2728,-2.1332,-0.7300,-2.1466,0.0885,0.0010
33.629015,0.2687,-2.4129,-0.5010,-2.1466,0.0885,0.0010
33.671514,0.2687,-2.4129,-0.5010,-2.5319,-0.0581,-0.0734
33.691450,0.2687,-2.4129,-0.5010,-2.5319,-0.0581,-0.0734
33.695751,0.1784,-2.1450,-1.3834,-2.5319,-0.0581,-0.0734
33.738811,0.1784,-2.1450,-1.3834,-2.4300,-0.2513,-0.0011
33.759934,0.1784,-2.1450,-1.3834,-2.4300,-0.2513,-0.0011
33.763037,-0.1016,-2.5899,-1.2559,-2.4300,-0.2513,-0.0011
33.809172,-0.1016,-2.5899,-1.2559,-2.5239,-0.2985,-0.0854
33.828550,-0.1016,-2.5899,-1.2559,-2.5239,-0.2985,-0.0854
33.831840,0.4387,-2.1189,-0.9282,-2.5239,-0.2985,-0.0854
33.875160,0.4387,-2.1189,-0.9282,-2.6616,-0.5095,-0.0887
33.894726,0.4387,-2.1189,-0.9282,-2.6616,-0.5095,-0.0887
33.901341,0.2568,-2.3063,-2.0904,-2.6616,-0.5095,-0.0887
33.945918,0.2568,-2.3063,-2.0904,-3.0350,-0.2974,-0.1196
33.962626,0.2568,-2.3063,-2.0904,-3.0350,-0.2974,-0.1196
33.966575,0.4759,-2.2073,-2.2804,-3.0350,-0.2974,-0.1196
34.011596,0.4759,-2.2073,-2.2804,-2.8000,-0.4576,-0.2483
34.031441,0.4759,-2.2073,-2.2804,-2.8000,-0.4576,-0.2483
34.036028,0.7291,-2.1984,-2.3703,-2.8000,-0.4576,-0.2483
34.078877,0.7291,-2.1984,-2.3703,-2.1548,-0.1332,-0.2249
