time,ax,ay,az,atotal
0.004355907440185547,0.03,-0.05,-0.13,0.14
0.01444101333618164,-0.01,0.09,-0.05,0.1
0.02431797981262207,-0.05,0.2,0.2,0.28
0.03427886962890625,0.01,0.23,0.17,0.28
0.044542789459228516,0.03,0.22,0.07,0.23
0.05437898635864258,0.04,0.2,0.08,0.21
0.0645439624786377,0.04,0.23,0.11,0.25
0.08042597770690918,0.01,0.25,0.11,0.27
0.0839989185333252,0.04,0.25,0.08,0.26
0.09435606002807617,0.03,0.22,0.04,0.22
0.10411310195922852,-0.03,0.18,0.04,0.18
0.1144418716430664,-0.04,0.17,0.08,0.19
0.12411999702453613,-0.02,0.17,0.11,0.2
0.1340618133544922,-0.02,0.17,0.07,0.18
0.14420413970947266,-0.03,0.18,0.04,0.18
0.1541910171508789,-0.01,0.2,0.03,0.2
0.16526293754577637,0.0,0.23,-0.01,0.23
0.18770194053649902,-0.04,0.23,-0.01,0.23
0.1892528533935547,-0.03,0.21,0.02,0.21
0.19410181045532227,-0.04,0.19,-0.01,0.19
0.20401287078857422,-0.07,0.2,0.02,0.21
0.2139730453491211,-0.07,0.2,0.04,0.21
0.2238779067993164,-0.03,0.17,0.01,0.17
0.23428583145141602,0.0,0.12,-0.01,0.12
0.2443070411682129,-0.01,0.1,0.01,0.1
0.2543210983276367,-0.01,0.11,0.08,0.13
0.26517486572265625,0.02,0.12,0.07,0.14
0.28899478912353516,0.0,0.1,0.05,0.11
0.291363000869751,0.04,0.09,0.08,0.12
0.2936549186706543,0.06,0.09,0.04,0.11
0.30361199378967285,0.03,0.06,-0.02,0.06
0.31406307220458984,0.0,0.06,-0.05,0.07
0.32382893562316895,0.0,0.1,-0.04,0.1
0.3338589668273926,0.04,0.14,-0.01,0.14
0.34363698959350586,0.1,0.21,-0.08,0.24
0.35347795486450195,0.09,0.22,-0.16,0.28
0.36343908309936523,0.09,0.17,-0.1,0.21
0.38736891746520996,0.07,0.14,-0.03,0.15
0.38908910751342773,0.07,0.14,-0.01,0.15
0.3933548927307129,0.06,0.11,-0.06,0.13
0.40308189392089844,0.04,0.1,-0.06,0.12
0.41393399238586426,0.05,0.15,-0.13,0.2
0.4230828285217285,-0.06,0.22,-0.21,0.31
0.4341609477996826,0.02,0.25,-0.11,0.27
0.4437389373779297,-0.02,0.19,-0.03,0.19
0.45357704162597656,-0.16,0.21,-0.11,0.28
0.4639558792114258,-0.3,0.33,-0.05,0.44
0.4855780601501465,-0.43,0.41,0.47,0.75
0.48766088485717773,0.21,0.67,0.0,0.7
0.49262189865112305,0.34,0.56,-0.73,0.98
0.5026519298553467,0.27,0.23,-0.43,0.55
0.5128688812255859,0.33,0.09,0.05,0.34
0.5221569538116455,0.24,0.11,0.09,0.27
0.5321769714355469,0.07,-0.15,0.01,0.16
0.542625904083252,0.08,-0.73,0.82,1.1
0.5522007942199707,0.42,-0.61,1.06,1.29
0.5622999668121338,0.95,0.37,1.35,1.69
0.576836109161377,-0.32,0.58,-0.44,0.79
0.5821428298950195,-1.04,1.05,-1.76,2.29
0.591947078704834,-0.88,0.85,-1.4,1.85
0.6021289825439453,-0.34,-0.07,-0.1,0.36
0.6121249198913574,-0.09,-0.11,0.65,0.66
0.6217420101165771,-0.31,0.44,0.16,0.56
0.6318850517272949,0.17,0.65,-0.16,0.69
0.6417398452758789,0.4,0.55,0.12,0.69
0.6518809795379639,0.18,0.16,0.32,0.4
0.6621799468994141,-0.14,-0.3,-0.01,0.33
0.6762428283691406,-0.27,-0.64,-0.38,0.79
0.6817009449005127,-0.04,-0.39,-0.31,0.49
0.6919000148773193,-0.06,-0.22,0.1,0.24
0.7016909122467041,-0.14,-0.06,0.49,0.51
0.7118070125579834,0.01,0.4,0.53,0.66
0.7215847969055176,-0.06,0.39,0.69,0.79
0.7315578460693359,-0.13,0.13,0.92,0.93
0.741300106048584,-0.21,-0.55,0.56,0.81
0.7516360282897949,0.04,-0.69,-0.22,0.72
0.7619199752807617,0.35,0.24,-0.29,0.51
0.7836899757385254,0.34,0.67,0.09,0.75
0.7867660522460938,0.26,0.57,0.47,0.78
0.7914350032806396,-0.16,0.24,0.96,1.0
0.8019189834594727,-0.36,0.11,1.23,1.28
0.8117649555206299,0.06,0.27,1.14,1.17
0.8214797973632812,0.19,0.38,1.11,1.18
0.8314428329467773,-0.07,0.13,0.63,0.64
0.8419098854064941,-0.64,-0.88,-0.29,1.12
0.8516740798950195,-0.8,-1.27,-0.48,1.57
0.861936092376709,-0.25,-0.39,0.25,0.52
0.8830850124359131,0.1,0.11,0.82,0.83
0.8847870826721191,0.4,0.19,0.74,0.86
0.8906400203704834,0.4,0.26,0.59,0.75
0.9010279178619385,0.39,0.41,0.21,0.6
0.911128044128418,0.51,0.7,-0.32,0.92
0.9209740161895752,0.54,1.02,-0.38,1.21
0.9308938980102539,0.63,1.17,-0.34,1.37
0.9411959648132324,0.77,0.42,-0.72,1.13
0.9513249397277832,0.43,-0.35,-0.44,0.7
0.9616799354553223,0.0,-0.46,0.76,0.88
0.9828050136566162,0.04,-0.74,1.46,1.63
0.9848239421844482,-0.24,-0.94,1.97,2.19
0.9908030033111572,-1.06,0.07,2.19,2.43
1.0003938674926758,-1.13,0.05,0.5,1.23
1.0107641220092773,-0.49,-0.21,-0.82,0.97
1.020547866821289,0.01,0.68,-0.87,1.1
1.0305519104003906,0.27,1.21,-0.4,1.3
1.0403618812561035,0.34,0.28,-0.06,0.44
1.0508029460906982,0.1,-0.49,0.44,0.66
1.0609431266784668,-0.24,-0.49,1.1,1.22
1.083096981048584,-0.47,-0.57,1.05,1.28
1.0849850177764893,-0.45,-0.4,0.68,0.9
1.0899457931518555,-0.14,0.01,0.68,0.69
1.0999860763549805,0.26,0.08,0.4,0.48
1.110002040863037,0.4,0.37,-0.15,0.56
1.1201729774475098,0.26,0.65,-0.65,0.95
1.1300048828125,-0.16,0.97,-1.88,2.12
1.14044189453125,0.09,1.54,-1.9,2.44
1.1503801345825195,0.69,1.34,-1.16,1.9
1.16056489944458,0.47,0.98,-0.58,1.23
1.1823070049285889,-0.45,0.42,-0.22,0.65
1.184229850769043,-1.16,-0.05,-0.82,1.42
1.1895627975463867,-0.72,-0.13,-1.41,1.58
1.199558973312378,0.02,0.19,-1.63,1.64
1.209500789642334,0.2,0.09,-1.78,1.79
1.2197937965393066,0.02,-0.51,-0.96,1.08
1.2296829223632812,-0.08,-0.76,0.1,0.77
1.239588975906372,-0.19,-0.62,0.16,0.66
1.2504467964172363,-0.33,-0.44,-0.07,0.55
1.2600188255310059,-0.37,-0.35,-0.18,0.54
1.2824089527130127,-0.28,-0.06,-0.29,0.4
1.2843430042266846,-0.11,0.01,-0.49,0.5
1.2891178131103516,0.18,-0.04,-1.03,1.04
1.299375057220459,-0.16,0.14,-0.74,0.76
1.3089871406555176,-0.61,-0.14,-0.74,0.96
1.3195359706878662,-0.31,-0.63,-0.3,0.76
1.329406976699829,0.12,-1.13,0.16,1.14
1.3391880989074707,0.45,-0.76,0.47,1.0
1.3496098518371582,0.73,-0.08,0.75,1.04
1.3600389957427979,0.53,-0.09,0.47,0.71
1.3825111389160156,0.21,0.31,0.09,0.38
1.384577989578247,0.39,0.78,-0.23,0.9
1.3885879516601562,0.71,0.93,-0.44,1.25
1.3987398147583008,0.99,1.02,-0.66,1.56
1.4086499214172363,0.82,0.54,-0.56,1.13
1.4191288948059082,0.68,-0.09,0.23,0.72
1.429028034210205,0.74,-0.64,-0.38,1.04
1.438769817352295,0.91,-0.36,0.29,1.02
1.4487159252166748,0.66,-0.27,-0.29,0.76
1.4592680931091309,-0.23,-0.01,-1.12,1.14
1.482576847076416,-0.44,0.38,-0.63,0.85
1.4846699237823486,-0.16,0.68,-0.68,0.97
1.4883041381835938,0.22,1.46,-0.2,1.48
1.498323917388916,0.61,1.64,-0.01,1.74
1.508281946182251,0.46,0.73,0.64,1.07
1.518144130706787,0.25,-0.25,0.58,0.67
1.528998851776123,-0.11,-0.73,-0.65,0.98
1.538313865661621,0.47,-0.04,-0.8,0.92
1.5484139919281006,0.95,0.74,0.66,1.37
1.5582330226898193,0.08,0.31,-0.87,0.92
1.5819311141967773,-0.03,0.46,-0.39,0.6
1.5838208198547363,0.47,0.46,0.11,0.66
1.5877950191497803,0.9,0.59,-0.18,1.09
1.5980799198150635,1.39,0.97,0.21,1.7
1.607774019241333,0.93,0.79,0.53,1.33
1.6178340911865234,-0.09,-0.23,0.31,0.39
1.6280508041381836,0.05,0.07,0.08,0.11
1.6378729343414307,0.47,0.38,-0.24,0.65
1.6479840278625488,0.32,0.43,-0.6,0.8
1.6577668190002441,0.13,0.04,-0.38,0.4
1.681398868560791,-0.5,-0.62,-0.63,1.01
1.6834321022033691,-0.56,0.61,-0.6,1.02
1.6874699592590332,-0.29,1.09,-0.51,1.23
1.6974749565124512,-0.12,0.53,-0.58,0.79
1.707401990890503,0.23,0.5,-0.26,0.6
1.7174830436706543,0.13,0.85,0.32,0.91
1.7277441024780273,-0.06,0.54,0.69,0.87
1.7377138137817383,-0.1,-0.01,0.68,0.68
1.7475669384002686,-0.2,-0.07,0.31,0.37
1.7573738098144531,0.12,-0.11,0.05,0.17
1.7774600982666016,0.13,-0.3,-0.23,0.39
1.7801470756530762,-0.14,-0.14,-0.66,0.68
1.787351131439209,0.0,-0.37,-0.09,0.38
1.7975997924804688,-0.42,-0.91,0.08,1.0
1.8071680068969727,-0.97,-0.93,-0.47,1.42
1.8172059059143066,-0.78,-0.11,-0.52,0.94
1.8273367881774902,-0.55,0.34,-0.83,1.05
1.8377490043640137,-0.22,0.2,-0.45,0.53
1.8474698066711426,0.12,0.39,0.11,0.42
