time,ax,ay,az,atotal
0.003103017807006836,-0.02,0.24,-0.02,0.24
0.013514041900634766,0.04,0.31,-0.15,0.34
0.02302098274230957,0.01,0.33,-0.16,0.36
0.033045053482055664,-0.05,0.24,-0.11,0.26
0.044584035873413086,-0.07,0.18,0.0,0.19
0.05289006233215332,-0.05,0.16,0.08,0.18
0.06297516822814941,-0.01,0.12,0.15,0.19
0.07285189628601074,0.06,0.11,0.09,0.15
0.0830528736114502,0.09,0.12,0.05,0.15
0.09273099899291992,0.08,0.13,0.06,0.16
0.1026461124420166,0.08,0.12,0.0,0.14
0.11278200149536133,0.08,0.11,0.03,0.13
0.12314105033874512,0.11,0.15,0.06,0.19
0.13263297080993652,0.08,0.19,0.05,0.21
0.14324498176574707,0.01,0.18,0.01,0.18
0.1524641513824463,-0.09,0.18,-0.01,0.2
0.16293907165527344,-0.18,0.18,-0.05,0.25
0.17246103286743164,-0.26,0.17,-0.01,0.31
0.18245506286621094,-0.27,0.17,0.03,0.32
0.1922900676727295,-0.26,0.15,0.09,0.31
0.2023332118988037,-0.29,0.09,0.15,0.33
0.21239209175109863,-0.27,0.08,0.13,0.31
0.22234010696411133,-0.18,0.11,0.11,0.23
0.23235011100769043,-0.12,0.1,0.06,0.16
0.24300503730773926,-0.11,0.09,0.07,0.15
0.25202488899230957,-0.11,0.06,0.08,0.14
0.26198697090148926,-0.13,0.02,0.07,0.14
0.2724769115447998,-0.17,0.01,0.09,0.19
0.282271146774292,-0.12,0.05,0.04,0.13
0.2920548915863037,0.02,0.14,-0.04,0.14
0.30185914039611816,0.03,0.16,-0.02,0.16
0.31168389320373535,-0.02,0.1,0.0,0.1
0.32175707817077637,-0.03,0.1,-0.01,0.1
0.3317101001739502,0.0,0.12,0.0,0.12
0.3428771495819092,-0.02,0.14,-0.01,0.14
0.3517119884490967,-0.08,0.17,-0.03,0.19
0.36171412467956543,-0.16,0.22,0.01,0.27
0.3715221881866455,-0.21,0.23,0.01,0.31
0.38179612159729004,-0.18,0.17,-0.03,0.24
0.3912642002105713,-0.14,0.18,-0.06,0.23
0.4014151096343994,-0.09,0.18,-0.04,0.2
0.411419153213501,0.01,0.15,-0.06,0.16
0.4219329357147217,0.07,0.17,0.0,0.18
0.4318511486053467,0.04,0.18,0.15,0.23
0.4420812129974365,0.07,0.16,0.16,0.23
0.4512660503387451,0.1,0.23,0.1,0.27
0.461716890335083,0.13,0.29,0.07,0.32
0.47118115425109863,0.12,0.29,0.01,0.31
0.48155999183654785,0.1,0.28,0.02,0.29
0.4910609722137451,0.12,0.23,0.01,0.25
0.500927209854126,0.12,0.22,-0.01,0.25
0.5110452175140381,0.11,0.23,-0.03,0.25
0.5209639072418213,0.16,0.25,-0.08,0.3
0.5311660766601562,0.18,0.25,-0.03,0.3
0.5421810150146484,0.18,0.22,0.05,0.28
0.5507240295410156,0.18,0.2,0.08,0.28
0.5607712268829346,0.19,0.19,0.14,0.3
0.5711381435394287,0.27,0.18,0.14,0.35
0.5810000896453857,0.28,0.17,0.11,0.34
0.5906269550323486,0.25,0.16,0.17,0.34
0.6007001399993896,0.25,0.14,0.19,0.34
0.6106240749359131,0.23,0.12,0.16,0.3
0.6204469203948975,0.23,0.1,0.18,0.3
0.630824089050293,0.21,0.11,0.15,0.28
0.6416370868682861,0.18,0.13,0.15,0.26
0.650428056716919,0.14,0.11,0.15,0.23
0.6603410243988037,0.11,0.13,0.08,0.18
0.6703920364379883,0.05,0.17,0.11,0.2
0.680366039276123,-0.04,0.13,0.11,0.17
0.690270185470581,-0.07,0.11,0.06,0.14
0.7001931667327881,-0.05,0.12,0.08,0.15
0.7101531028747559,-0.01,0.11,0.0,0.11
0.7201659679412842,-0.03,0.17,-0.13,0.21
0.7299911975860596,-0.05,0.22,-0.13,0.26
0.7410271167755127,-0.07,0.21,-0.19,0.29
0.7499759197235107,-0.08,0.21,-0.15,0.27
0.7598280906677246,-0.05,0.17,-0.11,0.2
0.7697851657867432,-0.05,0.15,-0.11,0.19
0.780040979385376,-0.03,0.14,-0.05,0.15
0.7898199558258057,-0.08,0.14,-0.04,0.16
0.7998058795928955,-0.14,0.13,-0.02,0.19
0.8097379207611084,-0.11,0.14,-0.03,0.18
0.8197171688079834,-0.08,0.13,-0.04,0.15
0.830467939376831,-0.04,0.17,0.05,0.18
0.8409180641174316,-0.01,0.18,0.13,0.22
0.8496119976043701,0.03,0.14,0.24,0.27
0.8595540523529053,0.11,0.16,0.22,0.29
0.8694789409637451,0.14,0.21,0.2,0.32
0.8795669078826904,0.12,0.21,0.18,0.3
0.8893911838531494,0.1,0.19,0.09,0.23
0.899359941482544,0.06,0.21,0.0,0.21
0.9094901084899902,0.01,0.23,-0.05,0.23
0.9193720817565918,-0.04,0.26,-0.14,0.29
0.929455041885376,-0.12,0.26,-0.14,0.31
0.9405720233917236,-0.16,0.27,-0.15,0.34
0.9492042064666748,-0.16,0.28,-0.21,0.38
0.9590160846710205,-0.16,0.25,-0.21,0.36
0.9690470695495605,-0.19,0.22,-0.22,0.36
0.9791219234466553,-0.19,0.17,-0.18,0.31
0.9890420436859131,-0.2,0.13,-0.14,0.27
0.9990441799163818,-0.13,0.12,-0.13,0.21
1.0089728832244873,-0.04,0.13,-0.07,0.15
